         10x5M-LH                 (10x5M-LH.dat)
         v2022-0915
         Simulation Date: 06/12/2024

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        2.44      0.0919      0.2528      0.0956      0.0347       5.004     112.634     194.758    3731.253      12.725     866.285      23.675      122.23     455832.    0.6788
        3.04      0.1148      0.3065      0.0932      0.0349       5.033     113.299     190.027    3753.291      12.800     845.240      22.964      122.25     456250.    0.6504
        3.65      0.1378      0.3567      0.0908      0.0351       5.052     113.720     184.973    3767.243      12.848     822.761      22.270      122.29     456696.    0.6223
        4.26      0.1608      0.4035      0.0881      0.0351       5.058     113.857     179.578    3771.770      12.863     798.762      21.595      122.33     457170.    0.5945
        4.87      0.1837      0.4471      0.0853      0.0350       5.050     113.669     173.825    3765.560      12.842     773.172      20.938      122.38     457672.    0.5671
        5.48      0.2067      0.4877      0.0823      0.0349       5.025     113.123     167.710    3747.464      12.781     745.974      20.299      122.44     458204.    0.5401
        6.09      0.2296      0.5253      0.0791      0.0346       4.984     112.195     161.248    3716.730      12.676     717.231      19.678      122.50     458765.    0.5134
        6.70      0.2526      0.5601      0.0758      0.0342       4.925     110.873     154.464    3672.935      12.526     687.056      19.075      122.57     459356.    0.4871
        7.31      0.2756      0.5922      0.0723      0.0337       4.849     109.148     147.383    3615.784      12.331     655.560      18.488      122.64     459977.    0.4611
        7.92      0.2985      0.6217      0.0687      0.0330       4.754     107.012     140.029    3545.004      12.090     622.847      17.916      122.72     460629.    0.4356
        8.52      0.3215      0.6487      0.0650      0.0322       4.640     104.455     132.420    3460.305      11.801     589.005      17.357      122.81     461313.    0.4104
        9.13      0.3445      0.6731      0.0611      0.0313       4.508     101.468     124.576    3361.376      11.464     554.114      16.810      122.91     462028.    0.3855
        9.74      0.3674      0.6950      0.0572      0.0302       4.356      98.043     116.512    3247.904      11.077     518.247      16.271      123.01     462775.    0.3608
       10.35      0.3904      0.7142      0.0531      0.0290       4.183      94.170     108.244    3119.582      10.639     481.471      15.738      123.11     463554.    0.3364
       10.96      0.4134      0.7307      0.0490      0.0277       3.991      89.839      99.787    2976.120      10.150     443.854      15.208      123.23     464366.    0.3121
       11.57      0.4363      0.7444      0.0447      0.0262       3.778      85.044      91.156    2817.267       9.608     405.463      14.676      123.35     465211.    0.2879
       12.18      0.4593      0.7547      0.0404      0.0246       3.544      79.778      82.367    2642.828       9.013     366.369      14.136      123.47     466089.    0.2636
       12.79      0.4823      0.7613      0.0360      0.0228       3.289      74.038      73.438    2452.687       8.365     326.651      13.581      123.60     467000.    0.2391
       13.40      0.5052      0.7634      0.0316      0.0209       3.013      67.824      64.388    2246.838       7.663     286.400      12.998      123.74     467945.    0.2143
       14.01      0.5282      0.7595      0.0271      0.0189       2.716      61.140      55.242    2025.416       6.908     245.718      12.371      123.89     468924.    0.1889
       14.61      0.5512      0.7477      0.0226      0.0166       2.399      53.996      46.028    1788.738       6.100     204.731      11.671      124.04     469937.    0.1627
       15.22      0.5741      0.7241      0.0180      0.0143       2.062      46.407      36.777    1537.343       5.243     163.583      10.850      124.20     470984.    0.1352
       15.83      0.5971      0.6812      0.0135      0.0118       1.706      38.397      27.524    1271.974       4.338     122.428       9.815      124.36     472064.    0.1058
       16.44      0.6201      0.6023      0.0090      0.0092       1.332      29.988      18.301     993.434       3.388      81.405       8.356      124.53     473176.    0.0734
       17.05      0.6430      0.4403      0.0045      0.0065       0.941      21.192       9.118     702.022       2.394      40.559       5.891      124.71     474312.    0.0365
       17.66      0.6660



         PROP RPM =       2900

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0333       5.332     115.889     226.185    3976.189      13.093    1006.070      25.801      126.54     470641.    0.7972
        0.63      0.0230      0.0693      0.1017      0.0337       5.396     117.284     222.293    4024.066      13.251     988.758      25.056      126.54     470971.    0.7675
        1.26      0.0459      0.1345      0.0998      0.0341       5.455     118.559     218.128    4067.804      13.395     970.233      24.322      126.55     471325.    0.7380
        1.89      0.0689      0.1958      0.0977      0.0344       5.507     119.681     213.678    4106.311      13.522     950.442      23.602      126.57     471705.    0.7088
        2.52      0.0919      0.2533      0.0956      0.0347       5.550     120.618     208.926    4138.465      13.627     929.302      22.898      126.59     472112.    0.6800
        3.15      0.1148      0.3071      0.0932      0.0349       5.583     121.334     203.849    4163.019      13.708     906.722      22.210      126.62     472546.    0.6515
        3.78      0.1378      0.3574      0.0908      0.0350       5.604     121.787     198.427    4178.576      13.759     882.604      21.539      126.66     473007.    0.6233
        4.42      0.1608      0.4043      0.0881      0.0350       5.610     121.936     192.638    4183.661      13.776     856.853      20.885      126.70     473498.    0.5955
        5.05      0.1838      0.4480      0.0853      0.0350       5.601     121.736     186.465    4176.805      13.754     829.395      20.249      126.75     474019.    0.5681
        5.68      0.2067      0.4886      0.0823      0.0348       5.574     121.151     179.904    4156.739      13.688     800.212      19.631      126.81     474569.    0.5410
        6.31      0.2297      0.5263      0.0791      0.0345       5.529     120.156     172.970    4122.619      13.575     769.371      19.030      126.87     475151.    0.5142
        6.94      0.2527      0.5611      0.0758      0.0341       5.463     118.739     165.691    4073.975      13.415     736.993      18.447      126.94     475763.    0.4878
        7.57      0.2756      0.5933      0.0723      0.0336       5.378     116.888     158.093    4010.476      13.206     703.198      17.880      127.02     476407.    0.4619
        8.20      0.2986      0.6229      0.0687      0.0329       5.273     114.596     150.202    3931.824      12.947     668.097      17.327      127.11     477082.    0.4363
        8.83      0.3216      0.6499      0.0650      0.0321       5.146     111.852     142.038    3837.682      12.637     631.784      16.787      127.20     477790.    0.4110
        9.46      0.3445      0.6744      0.0611      0.0312       4.999     108.647     133.621    3727.721      12.275     594.347      16.258      127.30     478531.    0.3861
       10.09      0.3675      0.6964      0.0572      0.0302       4.830     104.970     124.969    3601.579      11.859     555.862      15.738      127.40     479305.    0.3615
       10.72      0.3905      0.7157      0.0531      0.0290       4.638     100.812     116.098    3458.919      11.390     516.403      15.224      127.51     480113.    0.3370
       11.35      0.4135      0.7323      0.0490      0.0276       4.425      96.164     107.024    3299.423      10.865     476.042      14.712      127.63     480954.    0.3127
       11.99      0.4364      0.7461      0.0447      0.0262       4.188      91.016      97.763    3122.801      10.283     434.849      14.200      127.75     481829.    0.2884
       12.62      0.4594      0.7566      0.0404      0.0245       3.928      85.363      88.333    2928.844       9.644     392.904      13.679      127.88     482739.    0.2641
